date,Foreign_Investor,Investment_Trust,Dealer_self
2023-11-06,0,0,0
2023-11-06,0,0,0
2023-11-06,0,0,0
2023-11-06,0,0,0
2023-11-06,0,0,0
2023-11-09,0,0,0
2023-11-09,0,0,0
2023-11-09,0,0,0
2023-11-09,0,0,0
2023-11-09,0,0,0
2023-11-13,0,0,0
2023-11-13,0,0,0
2023-11-13,0,0,0
2023-11-13,0,0,0
2023-11-13,0,0,0
2023-11-17,0,0,0
2023-11-17,0,0,0
2023-11-17,0,0,0
2023-11-17,0,0,0
2023-11-17,0,0,0
2023-11-20,0,0,0
2023-11-20,0,0,0
2023-11-20,0,0,0
2023-11-20,0,0,0
2023-11-20,0,0,0
2023-11-21,0,0,0
2023-11-21,0,0,0
2023-11-21,0,0,0
2023-11-21,0,0,0
2023-11-21,0,0,0
2023-11-27,0,0,0
2023-11-27,0,0,0
2023-11-27,0,0,0
2023-11-27,0,0,0
2023-11-27,0,0,0
2023-12-04,0,0,0
2023-12-04,0,0,0
2023-12-04,0,0,0
2023-12-04,0,0,0
2023-12-04,0,0,0
2023-12-06,0,0,0
2023-12-06,0,0,0
2023-12-06,0,0,0
2023-12-06,0,0,0
2023-12-06,0,0,0
2023-12-18,0,0,0
2023-12-18,0,0,0
2023-12-18,0,0,0
2023-12-18,0,0,0
2023-12-18,0,0,0
2023-12-19,0,0,0
2023-12-19,0,0,0
2023-12-19,0,0,0
2023-12-19,0,0,0
2023-12-19,0,0,0
2023-12-20,0,0,0
2023-12-20,0,0,0
2023-12-20,0,0,0
2023-12-20,0,0,0
2023-12-20,0,0,0
2023-12-21,0,0,0
2023-12-21,0,0,0
2023-12-21,0,0,0
2023-12-21,0,0,0
2023-12-21,0,0,0
2023-12-25,0,0,0
2023-12-25,0,0,0
2023-12-25,0,0,0
2023-12-25,0,0,0
2023-12-25,0,0,0
2023-12-27,0,0,0
2023-12-27,0,0,0
2023-12-27,0,0,0
2023-12-27,0,0,0
2023-12-27,0,0,0
2023-12-28,0,0,0
2023-12-28,0,0,0
2023-12-28,0,0,0
2023-12-28,0,0,0
2023-12-28,0,0,0
2024-01-04,0,0,0
2024-01-04,0,0,0
2024-01-04,0,0,0
2024-01-04,0,0,0
2024-01-04,0,0,0
2024-01-09,0,0,0
2024-01-09,0,0,0
2024-01-09,0,0,0
2024-01-09,0,0,0
2024-01-09,0,0,0
2024-01-11,0,0,0
2024-01-11,0,0,0
2024-01-11,0,0,0
2024-01-11,0,0,0
2024-01-11,0,0,0
2024-01-19,0,0,0
2024-01-19,0,0,0
2024-01-19,0,0,0
2024-01-19,0,0,0
2024-01-19,0,0,0
2024-01-22,0,0,0
2024-01-22,0,0,0
2024-01-22,0,0,0
2024-01-22,0,0,0
2024-01-22,0,0,0
2024-01-25,0,0,0
2024-01-25,0,0,0
2024-01-25,0,0,0
2024-01-25,0,0,0
2024-01-25,0,0,0
2024-02-21,0,0,0
2024-02-21,0,0,0
2024-02-21,0,0,0
2024-02-21,0,0,0
2024-02-21,0,0,0
2024-02-26,0,0,0
2024-02-26,0,0,0
2024-02-26,0,0,0
2024-02-26,0,0,0
2024-02-26,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-08,0,0,0
2024-03-08,0,0,0
2024-03-08,0,0,0
2024-03-08,0,0,0
2024-03-08,0,0,0
2024-03-11,0,0,0
2024-03-11,0,0,0
2024-03-11,0,0,0
2024-03-11,0,0,0
2024-03-11,0,0,0
2024-03-12,0,0,0
2024-03-12,0,0,0
2024-03-12,0,0,0
2024-03-12,0,0,0
2024-03-12,0,0,0
2024-03-13,0,0,0
2024-03-13,0,0,0
2024-03-13,0,0,0
2024-03-13,0,0,0
2024-03-13,0,0,0
2024-03-15,0,0,0
2024-03-15,0,0,0
2024-03-15,0,0,0
2024-03-15,0,0,0
2024-03-15,0,0,0
2024-03-18,0,0,0
2024-03-18,0,0,0
2024-03-18,0,0,0
2024-03-18,0,0,0
2024-03-18,0,0,0
2024-03-19,0,0,0
2024-03-19,0,0,0
2024-03-19,0,0,0
2024-03-19,0,0,0
2024-03-19,0,0,0
2024-03-20,0,0,0
2024-03-20,0,0,0
2024-03-20,0,0,0
2024-03-20,0,0,0
2024-03-20,0,0,0
2024-03-22,0,0,0
2024-03-22,0,0,0
2024-03-22,0,0,0
2024-03-22,0,0,0
2024-03-22,0,0,0
2024-03-27,0,0,0
2024-03-27,0,0,0
2024-03-27,0,0,0
2024-03-27,0,0,0
2024-03-27,0,0,0
2024-03-28,0,0,0
2024-03-28,0,0,0
2024-03-28,0,0,0
2024-03-28,0,0,0
2024-03-28,0,0,0
2024-04-01,0,0,0
2024-04-01,0,0,0
2024-04-01,0,0,0
2024-04-01,0,0,0
2024-04-01,0,0,0
2024-04-02,0,0,0
2024-04-02,0,0,0
2024-04-02,0,0,0
2024-04-02,0,0,0
2024-04-02,0,0,0
2024-04-09,0,0,0
2024-04-09,0,0,0
2024-04-09,0,0,0
2024-04-09,0,0,0
2024-04-09,0,0,0
2024-04-10,0,0,0
2024-04-10,0,0,0
2024-04-10,0,0,0
2024-04-10,0,0,0
2024-04-10,0,0,0
2024-04-11,0,0,0
2024-04-11,0,0,0
2024-04-11,0,0,0
2024-04-11,0,0,0
2024-04-11,0,0,0
2024-04-16,0,0,0
2024-04-16,0,0,0
2024-04-16,0,0,0
2024-04-16,0,0,0
2024-04-16,0,0,0
2024-04-18,0,0,0
2024-04-18,0,0,0
2024-04-18,0,0,0
2024-04-18,0,0,0
2024-04-18,0,0,0
2024-04-19,0,0,0
2024-04-19,0,0,0
2024-04-19,0,0,0
2024-04-19,0,0,0
2024-04-19,0,0,0
2024-04-22,0,0,0
2024-04-22,0,0,0
2024-04-22,0,0,0
2024-04-22,0,0,0
2024-04-22,0,0,0
2024-04-23,0,0,0
2024-04-23,0,0,0
2024-04-23,0,0,0
2024-04-23,0,0,0
2024-04-23,0,0,0
2024-04-24,0,0,0
2024-04-24,0,0,0
2024-04-24,0,0,0
2024-04-24,0,0,0
2024-04-24,0,0,0
2024-04-25,0,0,0
2024-04-25,0,0,0
2024-04-25,0,0,0
2024-04-25,0,0,0
2024-04-25,0,0,0
2024-04-26,0,0,0
2024-04-26,0,0,0
2024-04-26,0,0,0
2024-04-26,0,0,0
2024-04-26,0,0,0
2024-05-02,0,0,0
2024-05-02,0,0,0
2024-05-02,0,0,0
2024-05-02,0,0,0
2024-05-02,0,0,0
2024-05-06,0,0,0
2024-05-06,0,0,0
2024-05-06,0,0,0
2024-05-06,0,0,0
2024-05-06,0,0,0
2024-05-08,0,0,0
2024-05-08,0,0,0
2024-05-08,0,0,0
2024-05-08,0,0,0
2024-05-08,0,0,0
2024-05-09,0,0,0
2024-05-09,0,0,0
2024-05-09,0,0,0
2024-05-09,0,0,0
2024-05-09,0,0,0
2024-05-13,0,0,0
2024-05-13,0,0,0
2024-05-13,0,0,0
2024-05-13,0,0,0
2024-05-13,0,0,0
2024-05-14,0,0,0
2024-05-14,0,0,0
2024-05-14,0,0,0
2024-05-14,0,0,0
2024-05-14,0,0,0
2024-05-15,0,0,0
2024-05-15,0,0,0
2024-05-15,0,0,0
2024-05-15,0,0,0
2024-05-15,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-17,0,0,0
2024-05-17,0,0,0
2024-05-17,0,0,0
2024-05-17,0,0,0
2024-05-17,0,0,0
2024-05-20,0,0,0
2024-05-20,0,0,0
2024-05-20,0,0,0
2024-05-20,0,0,0
2024-05-20,0,0,0
2024-05-21,0,0,0
2024-05-21,0,0,0
2024-05-21,0,0,0
2024-05-21,0,0,0
2024-05-21,0,0,0
2024-05-22,0,0,0
2024-05-22,0,0,0
2024-05-22,0,0,0
2024-05-22,0,0,0
2024-05-22,0,0,0
2024-05-23,0,0,0
2024-05-23,0,0,0
2024-05-23,0,0,0
2024-05-23,0,0,0
2024-05-23,0,0,0
2024-05-27,0,0,0
2024-05-27,0,0,0
2024-05-27,0,0,0
2024-05-27,0,0,0
2024-05-27,0,0,0
2024-05-28,0,0,0
2024-05-28,0,0,0
2024-05-28,0,0,0
2024-05-28,0,0,0
2024-05-28,0,0,0
2024-05-29,0,0,0
2024-05-29,0,0,0
2024-05-29,0,0,0
2024-05-29,0,0,0
2024-05-29,0,0,0
2024-05-31,0,0,0
2024-05-31,0,0,0
2024-05-31,0,0,0
2024-05-31,0,0,0
2024-05-31,0,0,0
2024-06-03,0,0,0
2024-06-03,0,0,0
2024-06-03,0,0,0
2024-06-03,0,0,0
2024-06-03,0,0,0
2024-06-04,0,0,0
2024-06-04,0,0,0
2024-06-04,0,0,0
2024-06-04,0,0,0
2024-06-04,0,0,0
2024-06-06,0,0,0
2024-06-06,0,0,0
2024-06-06,0,0,0
2024-06-06,0,0,0
2024-06-06,0,0,0
2024-06-14,0,0,0
2024-06-14,0,0,0
2024-06-14,0,0,0
2024-06-14,0,0,0
2024-06-14,0,0,0
2024-06-17,0,0,0
2024-06-17,0,0,0
2024-06-17,0,0,0
2024-06-17,0,0,0
2024-06-17,0,0,0
2024-06-26,0,0,0
2024-06-26,0,0,0
2024-06-26,0,0,0
2024-06-26,0,0,0
2024-06-26,0,0,0
2024-06-27,0,0,0
2024-06-27,0,0,0
2024-06-27,0,0,0
2024-06-27,0,0,0
2024-06-27,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-12,0,0,0
2024-08-12,0,0,0
2024-08-12,0,0,0
2024-08-12,0,0,0
2024-08-12,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-19,0,0,0
2024-08-19,0,0,0
2024-08-19,0,0,0
2024-08-19,0,0,0
2024-08-19,0,0,0
2024-08-20,0,0,0
2024-08-20,0,0,0
2024-08-20,0,0,0
2024-08-20,0,0,0
2024-08-20,0,0,0
2024-08-21,0,0,0
2024-08-21,0,0,0
2024-08-21,0,0,0
2024-08-21,0,0,0
2024-08-21,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-04,0,0,0
2024-09-04,0,0,0
2024-09-04,0,0,0
2024-09-04,0,0,0
2024-09-04,0,0,0
2024-09-06,0,0,0
2024-09-06,0,0,0
2024-09-06,0,0,0
2024-09-06,0,0,0
2024-09-06,0,0,0
2024-09-10,0,0,0
2024-09-10,0,0,0
2024-09-10,0,0,0
2024-09-10,0,0,0
2024-09-10,0,0,0
2024-09-11,0,0,0
2024-09-11,0,0,0
2024-09-11,0,0,0
2024-09-11,0,0,0
2024-09-11,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-30,0,0,0
2024-09-30,0,0,0
2024-09-30,0,0,0
2024-09-30,0,0,0
2024-09-30,0,0,0
2024-10-09,0,0,0
2024-10-09,0,0,0
2024-10-09,0,0,0
2024-10-09,0,0,0
2024-10-09,0,0,0
2024-10-11,0,0,0
2024-10-11,0,0,0
2024-10-11,0,0,0
2024-10-11,0,0,0
2024-10-11,0,0,0
2024-10-14,0,0,0
2024-10-14,0,0,0
2024-10-14,0,0,0
2024-10-14,0,0,0
2024-10-14,0,0,0
2024-10-16,0,0,0
2024-10-16,0,0,0
2024-10-16,0,0,0
2024-10-16,0,0,0
2024-10-16,0,0,0
2024-10-21,0,0,0
2024-10-21,0,0,0
2024-10-21,0,0,0
2024-10-21,0,0,0
2024-10-21,0,0,0
2024-11-05,0,0,0
2024-11-05,0,0,0
2024-11-05,0,0,0
2024-11-05,0,0,0
2024-11-05,0,0,0
2024-11-06,0,0,0
2024-11-06,0,0,0
2024-11-06,0,0,0
2024-11-06,0,0,0
2024-11-06,0,0,0
2024-11-11,0,0,0
2024-11-11,0,0,0
2024-11-11,0,0,0
2024-11-11,0,0,0
2024-11-11,0,0,0
2024-11-12,0,0,0
2024-11-12,0,0,0
2024-11-12,0,0,0
2024-11-12,0,0,0
2024-11-12,0,0,0
2024-11-14,0,0,0
2024-11-14,0,0,0
2024-11-14,0,0,0
2024-11-14,0,0,0
2024-11-14,0,0,0
2024-11-15,0,0,0
2024-11-15,0,0,0
2024-11-15,0,0,0
2024-11-15,0,0,0
2024-11-15,0,0,0
2024-11-18,0,0,0
2024-11-18,0,0,0
2024-11-18,0,0,0
2024-11-18,0,0,0
2024-11-18,0,0,0
2024-11-19,0,0,0
2024-11-19,0,0,0
2024-11-19,0,0,0
2024-11-19,0,0,0
2024-11-19,0,0,0
2024-11-21,0,0,0
2024-11-21,0,0,0
2024-11-21,0,0,0
2024-11-21,0,0,0
2024-11-21,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-28,0,0,0
2024-11-28,0,0,0
2024-11-28,0,0,0
2024-11-28,0,0,0
