date,Foreign_Investor,Investment_Trust,Dealer_self
2023-11-16,0,0,0
2023-11-16,0,0,0
2023-11-16,0,0,0
2023-11-16,0,0,0
2023-11-16,0,0,0
2024-02-02,0,0,0
2024-02-02,0,0,0
2024-02-02,0,0,0
2024-02-02,0,0,0
2024-02-02,0,0,0
2024-02-05,0,0,0
2024-02-05,0,0,0
2024-02-05,0,0,0
2024-02-05,0,0,0
2024-02-05,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-01,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-02,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-03,0,0,0
2024-07-04,0,0,0
2024-07-04,0,0,0
2024-07-04,0,0,0
2024-07-04,0,0,0
2024-07-04,0,0,0
2024-07-05,0,0,0
2024-07-05,0,0,0
2024-07-05,0,0,0
2024-07-05,0,0,0
2024-07-05,0,0,0
2024-07-08,0,0,0
2024-07-08,0,0,0
2024-07-08,0,0,0
2024-07-08,0,0,0
2024-07-08,0,0,0
2024-07-09,0,0,0
2024-07-09,0,0,0
2024-07-09,0,0,0
2024-07-09,0,0,0
2024-07-09,0,0,0
2024-07-10,0,0,0
2024-07-10,0,0,0
2024-07-10,0,0,0
2024-07-10,0,0,0
2024-07-10,0,0,0
2024-07-11,0,0,0
2024-07-11,0,0,0
2024-07-11,0,0,0
2024-07-11,0,0,0
2024-07-11,0,0,0
2024-07-12,0,0,0
2024-07-12,0,0,0
2024-07-12,0,0,0
2024-07-12,0,0,0
2024-07-12,0,0,0
2024-07-15,0,0,0
2024-07-15,0,0,0
2024-07-15,0,0,0
2024-07-15,0,0,0
2024-07-15,0,0,0
2024-07-16,0,0,0
2024-07-16,0,0,0
2024-07-16,0,0,0
2024-07-16,0,0,0
2024-07-16,0,0,0
2024-07-17,0,0,0
2024-07-17,0,0,0
2024-07-17,0,0,0
2024-07-17,0,0,0
2024-07-17,0,0,0
2024-07-18,0,0,0
2024-07-18,0,0,0
2024-07-18,0,0,0
2024-07-18,0,0,0
2024-07-18,0,0,0
2024-07-19,0,0,0
2024-07-19,0,0,0
2024-07-19,0,0,0
2024-07-19,0,0,0
2024-07-19,0,0,0
2024-07-22,0,0,0
2024-07-22,0,0,0
2024-07-22,0,0,0
2024-07-22,0,0,0
2024-07-22,0,0,0
2024-07-23,0,0,0
2024-07-23,0,0,0
2024-07-23,0,0,0
2024-07-23,0,0,0
2024-07-23,0,0,0
2024-07-26,0,0,0
2024-07-26,0,0,0
2024-07-26,0,0,0
2024-07-26,0,0,0
2024-07-26,0,0,0
2024-07-29,0,0,0
2024-07-29,0,0,0
2024-07-29,0,0,0
2024-07-29,0,0,0
2024-07-29,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-30,0,0,0
2024-07-31,0,0,0
2024-07-31,0,0,0
2024-07-31,0,0,0
2024-07-31,0,0,0
2024-07-31,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-01,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-02,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-06,0,0,0
2024-08-07,0,0,0
2024-08-07,0,0,0
2024-08-07,0,0,0
2024-08-07,0,0,0
2024-08-07,0,0,0
2024-08-08,0,0,0
2024-08-08,0,0,0
2024-08-08,0,0,0
2024-08-08,0,0,0
2024-08-08,0,0,0
2024-08-09,0,0,0
2024-08-09,0,0,0
2024-08-09,0,0,0
2024-08-09,0,0,0
2024-08-09,0,0,0
2024-08-13,0,0,0
2024-08-13,0,0,0
2024-08-13,0,0,0
2024-08-13,0,0,0
2024-08-13,0,0,0
2024-08-14,0,0,0
2024-08-14,0,0,0
2024-08-14,0,0,0
2024-08-14,0,0,0
2024-08-14,0,0,0
2024-08-16,0,0,0
2024-08-16,0,0,0
2024-08-16,0,0,0
2024-08-16,0,0,0
2024-08-16,0,0,0
2024-08-21,0,0,0
